roadID,probabilityOfOccurrence,operatorActionStatus,sourceName,date,hour
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,00
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,01
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,02
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,03
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,04
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,05
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,06
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,07
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,08
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,09
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,10
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,11
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,12
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,13
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,14
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,15
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,16
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,17
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,18
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,19
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,20
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,21
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,22
12,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,23
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,00
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,01
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,02
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,03
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,04
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,05
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,06
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,07
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,08
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,09
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,10
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,11
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,12
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,13
13,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid],2016-06-13,14
